HGNC.symbol	MGI.symbol
7941	ACSM5	Acsm5
7942	REXO5	Rexo5
7943	NEO1	Neo1
7944	HCN4	Hcn4
7945	LOXL1	Loxl1
7946	THUMPD1	Thumpd1
7947	MRPL46	Mrpl46
7948	SH3GL3	Sh3gl3
7949	ARNT2	Arnt2
7950	SLCO3A1	Slco3a1
7951	DET1	Det1
7952	FURIN	Furin
7953	IREB2	Ireb2
7954	MAN2C1	Man2c1
7955	HDDC3	Hddc3
7956	OTOA	Otoa
7957	LMAN1L	Lman1l
7958	LRRK1	Lrrk1
7959	ETFA	Etfa
7960	TICRR	Ticrr
7961	SCAMP2	Scamp2
7962	CSPG4	Cspg4
7963	MIR9-3	Mir9-3
7964	TMC7	Tmc7
7965	SULT1A2	Sult5a1
7966	MEX3B	Mex3b
7967	SNX33	Snx33
7968	FAM174B	Fam174b
7969	TM2D3	Tm2d3
7970	CHRNB4	Chrnb4
7971	GPRC5B	Gprc5b
7972	PLIN1	Plin1
7973	RLBP1	Rlbp1
7974	VPS33B	Vps33b
7975	NTRK3	Ntrk3
7976	STRA6	Stra6
7977	ADAMTS17	Adamts17
7978	ODF3L1	Odf3l1
7979	LYSMD4	Lysmd4
7980	WDR73	Wdr73
7981	AGBL1	Agbl1
7982	CRTC3	Crtc3
7983	FAH	Fah
7984	PDILT	Pdilt
7985	ACSM2B	Acsm2
7986	HOMER2	Homer2
7987	ISL2	Isl2
7988	ITPRIPL2	Itpripl2
7989	UNC45A	Unc45a
7990	EARS2	Ears2
7991	VPS35L	Vps35l
7992	PSTPIP1	Pstpip1
7993	SNRPA1	Snrpa1
7994	RGMA	Rgma
7995	USP31	Usp31
7996	COX5A	Cox5a
7997	GDPGP1	Gdpgp1
7998	POLG	Polg
7999	ARL6IP1	Arl6ip1
8000	CTSH	Ctsh
8001	ABHD17C	Abhd17c
8002	UBE2Q2	Ube2q2
8003	SV2B	Sv2b
8004	TBC1D21	Tbc1d21
8005	PDE8A	Pde8a
8006	TBC1D2B	Tbc1d2b
8007	DCUN1D3	Dcun1d3
8008	CPLX3	Cplx3
8009	TMEM266	Tmem266
8010	SCAMP5	Scamp5
8011	IQCK	Iqck
8012	PGPEP1L	Pgpep1l
8013	MFGE8	Mfge8
8014	IGHV3OR16-13	Ighv4-1
8015	IGHV3OR16-13	Ighv11-1
8016	IGHV3OR16-13	Ighv11-2
8017	OR4F15	Olfr1309
8018	LRRC28	Lrrc28
8019	ACSM2A	Acsm2
8020	ZP2	Zp2
8021	WDR61	Wdr61
8022	ABHD2	Abhd2
8023	BTBD1	Btbd1
8024	GPR139	Gpr139
8025	KIF7	Kif7
8026	SEMA4B	Sema4b
8027	SELENOS	Selenos
8028	C15orf40	3110040N11Rik
8029	SMG1	Smg1
8030	SAXO2	Saxo2
8031	MESP2	Mesp2
8032	ACSBG1	Acsbg1
8033	IMP3	Imp3
8034	WDR93	Wdr93
8035	PCSK6	Pcsk6
8036	RCN2	Rcn2
8037	UMOD	Umod
8038	AP3S2	Ap3s2
8039	TMC5	Tmc5
8040	OR4F6	Olfr1310
8041	SULT1A3	Sult5a1
8042	SULT1A3	Sult6b2
8043	EFL1	Efl1
8044	HYKK	Hykk
8045	MAN2A2	Man2a2
8046	ACSM3	Acsm3
8047	SCAPER	Scaper
8048	FAM219B	Fam219b
8049	TLNRD1	Tlnrd1
8050	DNAH3	Dnah3
8051	RPS17	Rps17
8052	CFAP161	Cfap161
8053	CPEB1	Cpeb1
8054	RPP25	Rpp25
8055	AP3B2	Ap3b2
8056	IGF1R	Igf1r
8057	MEF2A	Mef2a
8058	HDGFL3	Hdgfl3
8059	MINAR1	Minar1
8060	BNC1	Bnc1
8061	RAMAC	Ramac
8062	CCP110	Ccp110
8063	ZNF592	Zfp592
8064	CLK3	Clk3
8065	KLHL25	Klhl25
8066	TSPAN3	Tspan3
8067	LINGO1	Lingo1
8068	HMG20A	Hmg20a
8069	CIB1	Cib1
8070	NDUFAB1	Ndufab1
8071	POLR3E	Polr3e
8072	CTXND1	Gm2115
8073	UBL7	Ubl7
8074	CIB2	Cib2
8075	PALB2	Palb2
8076	COMMD4	Commd4
8077	VWA3A	Vwa3a
8078	METTL9	Mettl9
8079	INSYN1	Insyn1
8080	CHRNA3	Chrna3
8081	IQGAP1	Iqgap1
8082	MESD	Mesd
8083	MOSMO	Mosmo
8084	OR4F4	Olfr1289
8085	OR4F4	Olfr1291-ps1
8086	OR4F4	Olfr1293-ps
8087	SYT17	Syt17
8088	LYRM1	Lyrm1
8089	TMC3	Tmc3
8090	TMEM159	Tmem159
8091	CDR2	Cdr2
8092	ADAMTSL3	Adamtsl3
8093	ACSM1	Acsm1
8094	UQCRC2	Uqcrc2
8095	GOLGA6A	Golga2
8096	SCNN1G	Scnn1g
8097	CRABP1	Crabp1
8098	AKAP13	Akap13
8099	CYP1A2	Cyp1a2
8100	ADAMTS7	Adamts7
8101	SIN3A	Sin3a
8102	NPTN	Nptn
8103	CYP11A1	Cyp11a1
8104	TTC23	Ttc23
8105	PEAK1	Peak1
8106	ISLR2	Islr2
8107	PDZD9	Pdzd9
8108	GDE1	Gde1
8109	MCTP2	Mctp2
8110	ALDH1A3	Aldh1a3
8111	TARS3	Tarsl2
8112	CHSY1	Chsy1
8113	UBFD1	Ubfd1
8114	PEX11A	Pex11a
8115	KNOP1	Knop1
8116	NR2F2	Nr2f2
8117	ST8SIA2	St8sia2
8118	IDH3A	Idh3a
8119	TMED3	Tmed3
8120	RCCD1	Rccd1
8121	NGRN	Ngrn
8122	ARPIN-AP3S2	Arpin
8123	ISLR	Islr
8124	TTLL13P	Ttll13
8125	SH2D7	Sh2d7
8126	MTHFS	Mthfsl
8127	MTHFS	Mthfs
8128	GP2	Gp2
8129	IGHV2OR16-5	Ighv8-2
8130	IGHV2OR16-5	Ighv8-4
8131	IGHV2OR16-5	Ighv8-5
8132	IGHV2OR16-5	Ighv8-6
8133	IGHV2OR16-5	Ighv8-8
8134	IGHV2OR16-5	Ighv8-9
8135	IGHV2OR16-5	Ighv8-11
8136	IGHV2OR16-5	Ighv8-12
8137	IGHV2OR16-5	Ighv8-13
8138	SLC28A1	Slc28a1
8139	GOLGA6D	Golga2
8140	SEC11A	Sec11a
8141	COG7	Cog7
8142	ERI2	Eri2
8143	EIF3CL	Eif3c
8144	DOC2A	Doc2a
8145	BOLA2	Bola2
8146	TBC1D10B	Tbc1d10b
8147	POLR3K	Polr3k
8148	ZNF646	Zfp646
8149	TMEM219	Tmem219
8150	SNORA10	Gm26418
8151	TLCD3B	Tlcd3b
8152	ZG16	Zg16
8153	ATXN2L	Atxn2l
8154	SLX1A	Slx1b
8155	EIF3C	Eif3c
8156	CHP2	Chp2
8157	CD2BP2	Cd2bp2
8158	QPRT	Qprt
8159	C16orf92	4930451I11Rik
8160	MAZ	Maz
8161	TRIM72	Trim72
8162	SNORA3C	Gm24888
8163	TBX6	Tbx6
8164	PRSS53	Prss53
8165	GSG1L	Gsg1l
8166	NFATC2IP	Nfatc2ip
8167	FBXL19	Fbxl19
8168	RNU6-181P	Gm24750
8169	KAT8	Kat8
8170	RNU6-322P	Gm24846
8171	SPNS1	Spns1
8172	RNU6-339P	Gm25204
8173	CTF1	Ctf1
8174	RNU6-416P	Gm22523
8175	MYLPF	Mylpf
8176	AQP8	Aqp8
8177	PRSS36	Prss36
8178	SLC5A2	Slc5a2
8179	PRKCB	Prkcb
8180	APOBR	Apobr
8181	HSD3B7	Hsd3b7
8182	COX6A2	Cox6a2
8183	ARMC5	Armc5
8184	LCMT1	Lcmt1
8185	SNORA80C	Gm24696
8186	TGFB1I1	Tgfb1i1
8187	ZNF689	Zfp689
8188	DCTN5	Dctn5
8189	RUSF1	Rusf1
8190	ZNF688	Zfp688
8191	ZNF747	E430018J23Rik
8192	ZNF747	Zfp764
8193	BCL7C	Bcl7c
8194	PYCARD	Pycard
8195	RNU1-77P	Gm23741
8196	SEPHS2	Sephs2
8197	ASPHD1	Asphd1
8198	TAOK2	Taok2
8199	ZNF668	Zfp668
8200	ZNF48	Zfp553
8201	ERN2	Ern2
8202	SRCAP	Srcap
8203	SRCAP	Gm42715
8204	HIRIP3	Hirip3
8205	FUS	Fus
8206	RABEP2	Rabep2
8207	KCTD13	Kctd13
8208	CCDC189	Ccdc189
8209	INO80E	Ino80e
8210	NSMCE1	Nsmce1
8211	SLX1B	Slx1b
8212	ZNF768	Zfp768
8213	KDM8	Kdm8
8214	SPN	Spn
8215	KIF22	Kif22
8216	PAGR1	Pagr1b
8217	PAGR1	Pagr1a
8218	PAGR1	Gm42742
8219	SBK1	Sbk1
8220	ZNF771	Zfp771
8221	ITGAD	Itgad
8222	SNORD60	Snord60
8223	XPO6	Xpo6
8224	SEPTIN1	Septin1
8225	ITGAL	Itgal
8226	STX1B	Stx1b
8227	SNORA78	Snora78
8228	SNORA78	Gm22156
8229	PPP4C	Ppp4c
8230	ITGAX	Itgax
8231	HS3ST4	Hs3st4
8232	SNORA64	Snora64
8233	CACNG3	Cacng3
8234	PRSS8	Prss8
8235	ZKSCAN2	Zkscan2
8236	CLN3	Cln3
8237	STX4	Stx4a
8238	SGF29	Sgf29
8239	PHKG2	Phkg2
8240	ORAI3	Orai3
8241	FBRS	Fbrs
8242	BCKDK	Bckdk
8243	RNU6-231P	Gm25549
8244	CDIPT	Cdipt
8245	BOLA2B	Bola2
8246	C16orf54	AI467606
8247	RNF40	Rnf40
8248	DCTPP1	Dctpp1
8249	RNU6-380P	Gm25599
8250	ARHGAP17	Arhgap17
8251	ZNF629	Zfp629
8252	RNU6-1241P	Gm22296
8253	RNU6-1241P	Gm24423
8254	RN7SL278P	Gm24812
8255	SEZ6L2	Sez6l2
8256	GTF3C1	Gtf3c1
8257	ALDOA	Aldoa
8258	TNRC6A	Tnrc6a
8259	VKORC1	Gm21974
8260	VKORC1	Vkorc1
8261	METTL22	Mettl22
8262	LITAFD	Gm5767
8263	ALG1	Alg1
8264	UBN1	Ubn1
8265	C16orf72	1810013L24Rik
8266	PMM2	Pmm2
8267	SEC14L5	Sec14l5
8268	ROGDI	Rogdi
8269	USP7	Usp7
8270	GLYR1	Glyr1
8271	NAGPA	Nagpa
8272	CARHSP1	Carhsp1
8273	C16orf89	AU021092
8274	EEF2KMT	Eef2kmt
8275	SMIM22	Smim22
8276	PPL	Ppl
8277	SEPTIN12	Septin12
8278	ABAT	Abat
8279	RBFOX1	Rbfox1
8280	TMEM114	Tmem114
8281	TMEM186	Tmem186
8282	GRIN2A	Grin2a
8283	CIITA	Ciita
8284	MIR365A	Mir365-1
8285	NTAN1	Ntan1
8286	CPPED1	Cpped1
8287	GSPT1	Gspt1
8288	ATF7IP2	Atf7ip2
8289	MIR484	Mir484
8290	CEP20	Cep20
8291	PARN	Parn
8292	MRTFB	Mrtfb
8293	LITAF	Litaf
8294	NDE1	Nde1
8295	PRM2	Prm2
8296	TEKT5	Tekt5
8297	SNN	Snn
8298	RRN3	Rrn3
8299	CLEC16A	Clec16a
8300	TNP2	Tnp2
8301	PDXDC1	Pdxdc1
8302	ABCC1	Abcc1
8303	TNFRSF17	Tnfrsf17
8304	PLA2G10	Pla2g10
8305	PRM3	Prm3
8306	SNX29	Snx29
8307	MIR193B	Mir193b
8308	SHISA9	Shisa9
8309	ERCC4	Ercc4
8310	NUBP1	Nubp1
8311	TVP23A	Tvp23a
8312	MYH11	Myh11
8313	BMERB1	Bmerb1
8314	MARF1	Marf1
8315	MPV17L	Mpv17l
8316	RSL1D1	Rsl1d1
8317	DEXI	Dexi
8318	PRDM7	Prdm9
8319	CPHXL	Cphx1
8320	FOXO3B	Foxo3
8321	PRSS54	Prss54
8322	SLC47A1	Slc47a1
8323	ZC3H18	Zc3h18
8324	GALNS	Galns
8325	ZNF276	Zfp276
8326	ENKD1	Enkd1
8327	C16orf70	D230025D16Rik
8328	COG4	Cog4
8329	DHRS7B	Dhrs7b
8330	SMCR8	Smcr8
8331	DOC2B	Doc2b
8332	UTP4	Utp4
8333	CKLF	Cklf
8334	KIFC3	Kifc3
8335	KCNJ12	Kcnj12
8336	FBXL8	Fbxl8
8337	FLII	Flii
8338	USB1	Usb1
8339	LDHD	Ldhd
8340	GRAPL	Grap
8341	CCDC102A	Ccdc102a
8342	SCARF1	Scarf1
8343	JPH3	Jph3
8344	ZCCHC14	Zcchc14
8345	ZSWIM7	Zswim7
8346	PIRT	Pirt
8347	CA5A	Car5a
8348	CNTNAP4	Cntnap4
8349	ATXN1L	Atxn1l
8350	ARL2BP	Arl2bp
8351	NUTF2	Nutf2-ps1
8352	NUTF2	Nutf2
8353	RBL2	Rbl2
8354	SPECC1	Specc1
8355	TRPV2	Trpv2
8356	BBS2	Bbs2
8357	MMP2	Mmp2
8358	C16orf87	4921524J17Rik
8359	GRAP	Grap
8360	MARVELD3	Marveld3
8361	CFDP1	Cfdp1
8362	RNF112	Rnf112
8363	DNAH9	Dnah9
8364	GINS3	Gins3
8365	TLCD3A	Tlcd3a
8366	UBB	Ubb
8367	CIAPIN1	Ciapin1
8368	CAPNS2	Capns2
8369	RPGRIP1L	Rpgrip1l
8370	HSDL1	Hsdl1
8371	PSKH1	Pskh1
8372	SMPD3	Smpd3
8373	LPCAT2	Lpcat2
8374	ZFHX3	Zfhx3
8375	IST1	Ist1
8376	NOMO1	Nomo1
8377	TMEM170A	Tmem170
8378	NUDT7	Nudt7
8379	DHODH	Dhodh
8380	VPS4A	Vps4a
8381	TSNAXIP1	Tsnaxip1
8382	RAI1	Rai1
8383	CMTR2	Cmtr2
8384	AARS1	Aars
8385	NCOR1	Ncor1
8386	POLR2C	Polr2c
8387	SLC38A8	Slc38a8
8388	TOX3	Tox3
8389	MT4	Mt4
8390	BHLHA9	Bhlha9
8391	HP	Hp
8392	FBXO31	Fbxo31
8393	GAN	Gan
8394	USP10	Usp10
8395	ACD	Acd
8396	DDX19B	Ddx19b
8397	NATD1	Natd1
8398	TERF2	Terf2
8399	PRPSAP2	Prpsap2
8400	MED9	Med9
8401	DBNDD1	Dbndd1
8402	CIBAR2	Cibar2
8403	CNOT1	Cnot1
8404	ZNRF1	Znrf1
8405	FAM83G	Fam83g
8406	SNTB2	Sntb2
8407	PEMT	Pemt
8408	SERPINF1	Serpinf1
8409	SLC12A3	Slc12a3
8410	ADAT1	Adat1
8411	PITPNA	Pitpna
8412	THAP11	Thap11
8413	ADGRG3	Adgrg3
8414	TAT	Tat
8415	TK2	Tk2
8416	EMC8	Emc8
8417	DERPC	Derpc
8418	TMEM208	Tmem208
8419	NAE1	Nae1
8420	ARHGAP44	Arhgap44
8421	BEAN1	Bean1
8422	NOB1	Nob1
8423	DRC7	Drc7
8424	NOL3	Nol3
8425	RFWD3	Rfwd3
8426	FTO	Fto
8427	PIGL	Pigl
8428	KCNJ18	Kcnj12
8429	CBFA2T3	Cbfa2t3
8430	COX10	Cox10
8431	ZFP90	Zfp90
8432	PHLPP2	Phlpp2
8433	GOT2	Got2
8434	C16orf95	1700018B08Rik
8435	VPS53	Vps53
8436	TERB1	Terb1
8437	ATP6V0D1	Atp6v0d1
8438	PKD1L3	Pkd1l3
8439	COQ9	Coq9
8440	KCTD19	Kctd19
8441	COTL1	Cotl1
8442	HYDIN	Hydin
8443	TEPP	Tepp
8444	TANGO6	Tango6
8445	BRD7	Brd7
8446	FOXL1	Foxl1
8447	GLOD4	Glod4
8448	CDRT4	Cdrt4
8449	SHISA6	Shisa6
8450	WWP2	Wwp2
8451	SPIRE2	Spire2
8452	MRM3	Mrm3
8453	MIEF2	Mief2
8454	ZFPM1	Zfpm1
8455	GCSH	Gcsh
8456	AGRP	Agrp
8457	SYCE1L	Syce1l
8458	LRRC75A	Lrrc75a
8459	TIMM22	Timm22
8460	NQO1	Nqo1
8461	PABPN1L	Pabpn1l
8462	EXOSC6	Exosc6
8463	WDR59	Wdr59
8464	DRG2	Drg2
8465	TRAPPC2L	Trappc2l
8466	FANCA	Fanca
8467	ABR	Abr
8468	SLC38A7	Slc38a7
8469	VPS9D1	Vps9d1
8470	ZNF287	Zfp287
8471	KCNG4	Kcng4
8472	PSME3IP1	Psme3ip1
8473	CLEC18A	Clec18a
8474	SLC12A4	Slc12a4
8475	USP22	Usp22
8476	PLEKHG4	Plekhg4
8477	PRPF8	Prpf8
8478	NXN	Nxn
8479	DDX19A	Ddx19a
8480	B3GNT9	B3gnt9
8481	CDH5	Cdh5
8482	SF3B3	Sf3b3
8483	C16orf74	1190005I06Rik
8484	C16orf74	Gm27021
8485	CENPV	Cenpv
8486	CENPT	Cenpt
8487	PMFBP1	Pmfbp1
8488	ZNF18	Zkscan6
8489	WFDC1	Wfdc1
8490	C16orf46	1700030J22Rik
8491	ALKBH5	Alkbh5
8492	CTRB1	Ctrb1
8493	CBLN1	Cbln1
8494	VAT1L	Vat1l
8495	LCAT	Lcat
8496	SMYD4	Smyd4
8497	FCSK	Fcsk
8498	PSMD7	Psmd7
8499	CLEC3A	Clec3a
8500	VPS35	Vps35
8501	GID4	Gid4
8502	CHD9	Chd9
8503	DPH1	Dph1
8504	WDR81	Wdr81
8505	SLC9A5	Slc9a5
8506	IL34	Il34
8507	TOM1L2	Tom1l2
8508	MTHFSD	Mthfsd
8509	TOP3A	Top3a
8510	CSNK2A2	Csnk2a2
8511	SDR42E1	Sdr42e1
8512	TMEM238L	Tmem238l
8513	GAS8	Gas8
8514	CMTM1	Gm45711
8515	CMTM1	Cmtm1
8516	BCO1	Bco1
8517	GABARAPL2	Gabarapl2
8518	CCL17	Ccl17
8519	CES4A	Ces4a
8520	SETD6	Setd6
8521	CTRB2	Ctrb1
8522	MPHOSPH6	Mphosph6
8523	ELAC2	Elac2
8524	TLCD2	Tlcd2
8525	CNGB1	Cngb1
8526	MYO15A	Myo15
8527	ATPAF2	Atpaf2
8528	CLEC18C	Clec18a
8529	ZDHHC1	Zdhhc1
8530	GNAO1	Gnao1
8531	KLHL36	Klhl36
8532	INPP5K	Inpp5k
8533	CTU2	Ctu2
8534	TXNL4B	Txnl4b
8535	ADAD2	Adad2
8536	EPN2	Epn2
8537	MYO1C	Myo1c
8538	SNAI3	Snai3
8539	NUDT21	Nudt21
8540	FHOD1	Fhod1
8541	ADORA2B	Adora2b
8542	RPL13	Rpl13
8543	OGFOD1	Ogfod1
8544	PLA2G15	Pla2g15
8545	MLYCD	Mlycd
8546	TRIM16	Trim16
8547	DYNC1LI2	Dync1li2
8548	SIAH1	Siah1a
8549	SIAH1	Siah1b
8550	MON1B	Mon1b
8551	DHX38	Dhx38
8552	APRT	Aprt
8553	NRN1L	Nrn1l
8554	PKD1L2	Pkd1l2
8555	METTL16	Mettl16
8556	ADAMTS18	Adamts18
8557	ESRP2	Esrp2
8558	CBFB	Cbfb
8559	TAF1C	Taf1c
8560	MYOCD	Myocd
8561	DRC3	Drc3
8562	CIAO2B	Ciao2b
8563	ANKRD11	Ankrd11
8564	TEKT3	Tekt3
8565	CENPN	Cenpn
8566	ELMO3	Elmo3
8567	ZFP1	Zfp1
8568	PDP2	Pdp2
8569	ULK2	Ulk2
8570	ZNF286A	Zfp286
8571	HIC1	Hic1
8572	PHKB	Phkb
8573	ZNF23	Zfp612
8574	AP1G1	Ap1g1
8575	ORC6	Orc6
8576	TMED6	Tmed6
8577	MIR22	Mir22
8578	MTSS2	Mtss2
8579	C16orf78	4933402J07Rik
8580	E2F4	E2f4
8581	MBTPS1	Mbtps1
8582	RANBP10	Ranbp10
8583	FOXF1	Foxf1
8584	LRRC36	Lrrc36
8585	CDH15	Cdh15
8586	ADCY7	Adcy7
8587	COPS3	Cops3
8588	GLG1	Glg1
8589	IRX3	Irx3
8590	DUS2	Dus2
8591	ADGRG5	Adgrg5
8592	DYNLRB2	Dynlrb2
8593	LONP2	Lonp2
8594	PDPR	Pdpr
8595	AMFR	Amfr
8596	SLC7A6OS	Slc7a6os
8597	ABCC12	Abcc12
8598	ATP2C2	Atp2c2
8599	ZDHHC7	Zdhhc7
8600	RSPRY1	Rspry1
8601	DPEP2NB	Dpep2nb
8602	SNX20	Snx20
8603	CYB5B	Cyb5b
8604	GPT2	Gpt2
8605	TMEM231	Tmem231
8606	DPEP3	Dpep3
8607	SHMT1	Shmt1
8608	NETO2	Neto2
8609	CDH11	Cdh11
8610	ZNF469	Zfp469
8611	GFOD2	Gfod2
8612	ADGRG1	Adgrg1
8613	HSBP1	Hsbp1
8614	MPRIP	Mprip
8615	GSE1	Gse1
8616	MNT	Mnt
8617	TLE7	Tle7
8618	B9D1	B9d1
8619	SREBF1	Srebf1
8620	TNFRSF13B	Tnfrsf13b
8621	ACSF3	Acsf3
8622	CPNE7	Cpne7
8623	BANP	Banp
8624	ZNF423	Zfp423
8625	SRR	Srr
8626	HPR	Hp
8627	SMG6	Smg6
8628	MFAP4	Mfap4
8629	PARD6A	Pard6a
8630	MIR132	Mir132
8631	CARMIL2	Carmil2
8632	MVD	Mvd
8633	LLGL1	Llgl1
8634	AKAP10	Akap10
8635	KARS1	Kars
8636	RIPOR1	Ripor1
8637	HSF4	Hsf4
8638	CALB2	Calb2
8639	CHST4	Chst4
8640	MEAK7	Meak7
8641	CA7	Car7
8642	RILP	Rilp
8643	MC1R	Mc1r
8644	PIEZO1	Piezo1
8645	ITFG1	Itfg1
8646	HEATR3	Heatr3
8647	IRF8	Irf8
8648	MIR140	Mir140
8649	GEMIN4	Gemin4
8650	COG8	Cog8
8651	KLHDC4	Klhdc4
8652	CDH13	Cdh13
8653	DNAJA2	Dnaja2
8654	CES2	Ces2a
8655	CES2	Ces2b
8656	CES2	Ces2c
8657	CES2	Ces2e
8658	CES2	Ces2f
8659	CES2	Ces2g
8660	AKTIP	Aktip
8661	CMTM3	Cmtm3
8662	CDH1	Cdh1
8663	SLC7A6	Slc7a6
8664	VAC14	Vac14
8665	C16orf86	4933405L10Rik
8666	NUP93	Nup93
8667	TTC19	Ttc19
8668	IRX6	Irx6
8669	MIR744	Mir744
8670	MIR138-2	Mir138-2
8671	CDH8	Cdh8
8672	DPEP2	Dpep2
8673	DDX28	Ddx28
8674	ZNF319	Zfp319
8675	SLC5A10	Slc5a10
8676	SLC6A2	Slc6a2
8677	PRMT7	Prmt7
8678	CDK10	Cdk10
8679	OSGIN1	Osgin1
8680	NDRG4	Ndrg4
8681	RPH3AL	Rph3al
8682	CES5A	Ces5a
8683	COX4I1	Cox4i1
8684	WWOX	Wwox
8685	CMIP	Cmip
8686	CPNE2	Cpne2
8687	RFLNB	Rflnb
8688	KIAA0513	6430548M08Rik
8689	TMEM11	Tmem11
8690	RNF166	Rnf166
8691	SPG7	Spg7
8692	DEF8	Def8
8693	KATNB1	Katnb1
8694	ATMIN	Atmin
8695	CNEP1R1	Cnep1r1
8696	SLC7A5	Slc7a5
8697	CMTM4	Cmtm4
8698	CMTM2	Cmtm2a
8699	CMTM2	Cmtm2b
8700	NIP7	Nip7
8701	MMP15	Mmp15
8702	SNORD111B	Gm22193
8703	SCGB1C2	Scgb1c1
8704	SNORD49A	Snord49a
8705	RNU6-1061P	Gm23111
8706	SNORA50A	Gm26265
8707	SNORD49B	Snord49b
8708	RNU6-213P	Gm22226
8709	SNORD3D	Snord3a
8710	SNORA46	Gm26493
8711	SNORD68	Snord68
8712	SNORD71	Snord71
8713	SNORA70D	Gm22942
8714	SNORD65	Snord65
8715	SNORD111	Snord111
8716	COPRS	Coprs
8717	KRT12	Krt12
8718	PNMT	Pnmt
8719	GLTPD2	Gltpd2
8720	ABCC3	Abcc3
8721	CTC1	Ctc1
8722	GP1BA	Gp1ba
8723	LUC7L3	Luc7l3
8724	FBXL20	Fbxl20
8725	NEUROD2	Neurod2
8726	NBR1	Nbr1
8727	RCVRN	Rcvrn
8728	KRTAP29-1	Krtap29-1
8729	AATF	Aatf
8730	SCRN2	Scrn2
8731	CLDN7	Cldn7
8732	HSF5	Hsf5
8733	FKBP10	Fkbp10
8734	RSKR	Rskr
8735	RANGRF	Rangrf
8736	CYB5D1	Cyb5d1
8737	HNF1B	Hnf1b
8738	DYNLL2	Dynll2
8739	GSG1L2	Gsg1l2
8740	DDX52	Ddx52
8741	KRTAP3-1	Krtap3-1
8742	KRTAP16-1	Krtap16-1
8743	MYCBPAP	Mycbpap
8744	RHBDL3	Rhbdl3
8745	MLLT6	Mllt6
8746	COASY	Coasy
8747	PIGS	Pigs
8748	ABHD15	Abhd15
8749	MYH13	Myh13
8750	SCPEP1	Scpep1
8751	C17orf50	1700020L24Rik
8752	MIS12	Mis12
8753	MIR195	Mir195a
8754	RARA	Rara
8755	MIR10A	Mir10a
8756	EIF5A	Eif5a
8757	MED31	Med31
8758	CCL18	Ccl3
8759	MIR193A	Mir193a
8760	ALOX15B	Alox8
8761	ANKRD40	Ankrd40
8762	BECN1	Becn1
8763	PPP1R1B	Ppp1r1b
8764	MIR423	Mir423
8765	PTGES3L-AARSD1	Gm27029
8766	PTGES3L-AARSD1	Aarsd1
8767	RUNDC1	Rundc1
8768	MYH8	Myh8
8769	CAVIN1	Cavin1
8770	SLFN13	Slfn9
8771	SLFN13	Slfn8
8772	KRTAP4-7	Krtap4-7
8773	KRTAP4-7	Gm11555
8774	ACAP1	Acap1
8775	FNDC8	Fndc8
8776	P2RX5	P2rx5
8777	HOXB7	Hoxb7
8778	MPO	Mpo
8779	NOG	Nog
8780	MPP3	Mpp3
8781	PCGF2	Pcgf2
8782	OR1A2	Olfr403
8783	OR1A2	Olfr43
8784	PLSCR3	Plscr3
8785	KLHL11	Klhl11
8786	MEOX1	Meox1
8787	MIR497	Mir497
8788	CCT6B	Cct6b
8789	SLC35G6	Slc35g3
8790	NEURL4	Neurl4
8791	NAGLU	Naglu
8792	COA3	Coa3
8793	JUP	Jup
8794	C17orf78	Gm11437
8795	PIK3R5	Pik3r5
8796	KRTAP1-1	Krtap1-5
8797	LYRM9	Lyrm9
8798	MRPL45	Mrpl45
8799	FLOT2	Flot2
8800	KRTAP1-5	Krtap1-5
8801	NTN1	Ntn1
8802	SAMD14	Samd14
8803	CLEC10A	Mgl2
8804	CLEC10A	Clec10a
8805	HOXB3	Hoxb3
8806	PFAS	Pfas
8807	P3H4	P3h4
8808	KAT2A	Kat2a
8809	CACNB1	Cacnb1
8810	NT5C3B	Nt5c3b
8811	HOXB4	Hoxb4
8812	PEX12	Pex12
8813	CDK5RAP3	Cdk5rap3
8814	CWC25	Cwc25
8815	CASC3	Casc3
8816	GIT1	Git1
8817	NLK	Nlk
8818	KIAA0100	2610507B11Rik
8819	MTMR4	Mtmr4
8820	HEATR9	Heatr9
8821	ABI3	Abi3
8822	PTRH2	Ptrh2
8823	ACADVL	Acadvl
8824	EMC6	Emc6
8825	CCL3L3	Ccl3
8826	CRYBA1	Cryba1
8827	RFFL	Rffl
8828	DHRS11	Dhrs11
8829	GUCY2D	Gucy2e
8830	RAB11FIP4	Rab11fip4
8831	PHF23	Phf23
8832	P2RX1	P2rx1
8833	AP2B1	Ap2b1
8834	CLUH	Cluh
8835	NCBP3	Ncbp3
8836	CNTNAP1	Cntnap1
8837	C17orf107	4930544D05Rik
8838	NFE2L1	Nfe2l1
8839	RPL23	Rpl23
8840	CCR10	Ccr10
8841	NUP88	Nup88
8842	SKAP1	Skap1
8843	CCDC200	Gm11634
8844	DHRS13	Dhrs13
8845	LPO	Lpo
8846	DERL2	Derl2
8847	GGT6	Ggt6
8848	PNPO	Pnpo
8849	SGCA	Sgca
8850	HEATR6	Heatr6
8851	ALOX12	Alox12
8852	ATP1B2	Atp1b2
8853	RASL10B	Rasl10b
8854	KRTAP9-1	Gm19402
8855	KRTAP9-1	Gm9508
8856	KRTAP9-1	Gm18596
8857	KRTAP9-1	Gm9736
8858	KRTAP9-1	Gm3233
8859	KRTAP9-1	Gm3238
8860	KRTAP9-1	Gm7138
