HGNC.symbol	MGI.symbol
18439	PCDHB12	Pcdhb19
18440	SRA1	Sra1
18441	PROB1	Prob1
18442	REEP2	Reep2
18443	STING1	Sting1
18444	PCDHA2	Pcdha2
18445	SIL1	Sil1
18446	IK	Ik
18447	PCDHGA10	Pcdhga10
18448	FCHSD1	Fchsd1
18449	DIAPH1	Diaph1
18450	PCDHGB1	Pcdhgb1
18451	PCDH12	Pcdh12
18452	PCDHGA1	Pcdhga1
18453	PCDHB2	Pcdhb2
18454	PCDHB6	Pcdhb13
18455	PCDHA6	Pcdha6
18456	PCDHA7	Pcdha7
18457	PCDHA7	Pcdha8
18458	NR3C1	Nr3c1
18459	CTNNA1	Ctnna1
18460	PCDHGA3	Pcdhga3
18461	PCDHGB4	Pcdhgb4
18462	PCDHB7	Pcdhb15
18463	PRELID2	Prelid2
18464	PCDHA1	Pcdha1
18465	CD14	Cd14
18466	PCDHGB5	Pcdhgb5
18467	SMIM33	1700066B19Rik
18468	PCDHA13	Pcdha12
18469	GNPDA1	Gnpda1
18470	YIPF5	Yipf5
18471	PCDHGA2	Pcdhga2
18472	ANKHD1	Ankhd1
18473	ANKHD1	Maskbp3
18474	PCDHB9	Pcdhb18
18475	IGIP	Igip
18476	PCDHB5	Pcdhb4
18477	PCDHB5	Pcdhb6
18478	PCDHB5	Pcdhb8
18479	PCDHB5	Pcdhb10
18480	PCDHB5	Pcdhb11
18481	PCDHB5	Pcdhb12
18482	PCDHGB7	Pcdhgb7
18483	PCDHB15	Pcdhb22
18484	RBM27	Rbm27
18485	PAIP2	Paip2
18486	ANKHD1-EIF4EBP3	Ankhd1
18487	ANKHD1-EIF4EBP3	Maskbp3
18488	PCDHGC5	Pcdhgc5
18489	CHD1	Chd1
18490	PCDHGA5	Pcdhga5
18491	PCDHGB6	Pcdhgb6
18492	PCDHGA12	Pcdhga12
18493	PFDN1	Pfdn1
18494	PCDHGC4	Pcdhgc4
18495	PCDHB4	Pcdhb5
18496	PCDHB4	Pcdhb7
18497	PCDHB4	Pcdhb9
18498	PCDHGA4	Pcdhga4
18499	PCDHAC2	Pcdhac2
18500	PCDHA3	Pcdha3
18501	PCDHA10	Pcdha9
18502	PCDHGA8	Pcdhga8
18503	SLC25A2	Slc25a2
18504	GFRA3	Gfra3
18505	POU4F3	Pou4f3
18506	HDAC3	Hdac3
18507	PSD2	Psd2
18508	CDC23	Cdc23
18509	PCDHB1	Pcdhb1
18510	LIX1	Lix1
18511	PCDHGB2	Pcdhgb2
18512	PCDHB3	Pcdhb3
18513	PCDHA8	Pcdha6
18514	PCDHB11	Pcdhb19
18515	SLC35A4	Slc35a4
18516	GRXCR2	Grxcr2
18517	PCDHGA6	Pcdhga6
18518	KCTD16	Kctd16
18519	PCDHA9	Pcdha7
18520	PCDHA9	Pcdha8
18521	EIF4EBP3	Eif4ebp3
18522	PPP2CA	Ppp2ca
18523	SLF1	Slf1
18524	ACSL6	Acsl6
18525	PGGT1B	Pggt1b
18526	TMEM161B	Tmem161b
18527	KIF3A	Kif3a
18528	TGFBI	Tgfbi
18529	TMED7-TICAM2	Tmed7
18530	TAF11L14	Taf11
18531	HSD17B4	Hsd17b4
18532	SNX2	Snx2
18533	PRRC1	Prrc1
18534	SEMA6A	Sema6a
18535	SERINC5	Serinc5
18536	FAM172A	Fam172a
18537	VDAC1	Vdac1
18538	PCSK1	Pcsk1
18539	LINC02218	Taf11
18540	CDO1	Cdo1
18541	DCP2	Dcp2
18542	ELL2	Ell2
18543	FAM151B	Fam151b
18544	CAST	Cast
18545	SEPTIN8	Septin8
18546	ADGRV1	Adgrv1
18547	TMEM167A	Tmem167
18548	SLC27A6	Slc27a6
18549	IL5	Il5
18550	TAF11L13	Taf11
18551	SLC22A4	Slc22a4
18552	CATSPER3	Catsper3
18553	ADAMTS19	Adamts19
18554	PPIC	Ppic
18555	ANKRD34B	Ankrd34b
18556	JADE2	Jade2
18557	UBE2B	Ube2b
18558	THBS4	Thbs4
18559	RHOBTB3	Rhobtb3
18560	MCC	Mcc
18561	VCAN	Vcan
18562	C5orf63	C330018D20Rik
18563	TCF7	Tcf7
18564	ZNF474	Zfp474
18565	ISOC1	Isoc1
18566	NEUROG1	Neurog1
18567	TXNDC15	Txndc15
18568	ARSK	Arsk
18569	SKP1	Skp1
18570	TAF11L9	Taf11
18571	TAF11L11	Taf11
18572	NR2F1	Nr2f1
18573	FTMT	Ftmt
18574	ARL14EPL	Arl14epl
18575	AP3S1	Ap3s1
18576	CSNK1G3	Csnk1g3
18577	ZCCHC9	Zcchc9
18578	GDF9	Gdf9
18579	YTHDC2	Ythdc2
18580	SLC25A48	Slc25a48
18581	TAF11L2	Taf11
18582	LECT2	Lect2
18583	CCDC192	Ccdc192
18584	MEIKIN	Meikin
18585	SAR1B	Sar1b
18586	RFESD	Rfesd
18587	TAF11L10	Taf11
18588	KIAA0825	2210408I21Rik
18589	POU5F2	Pou5f2
18590	IL3	Il3
18591	CCNH	Ccnh
18592	ACOT12	Acot12
18593	ALDH7A1	Aldh7a1
18594	TAF11L7	Taf11
18595	SSBP2	Ssbp2
18596	SOWAHA	Sowaha
18597	ZCCHC10	Zcchc10
18598	MBLAC2	Mblac2
18599	ATG10	Atg10
18600	TEX43	Tex43
18601	TAF11L8	Taf11
18602	C5orf15	9530068E07Rik
18603	MACROH2A1	Macroh2a1
18604	CEP120	Cep120
18605	TAF11L6	Taf11
18606	CCDC112	Ccdc112
18607	SPATA9	Spata9
18608	PCBD2	Pcbd2
18609	MIR874	Mir874
18610	BHMT	Gm5096
18611	AFF4	Aff4
18612	CHSY3	Chsy3
18613	HAPLN1	Hapln1
18614	PRR16	Prr16
18615	SHROOM1	Shroom1
18616	CDKN2AIPNL	Cdkn2aipnl
18617	CTXN3	Ctxn3
18618	COX7C	Cox7c
18619	SNCAIP	Sncaip
18620	MEGF10	Megf10
18621	CAMLG	Caml
18622	TAF11L12	Taf11
18623	FAM170A	Fam170a
18624	HSPA4	Hspa4
18625	MIR9-2	Mir9-2
18626	C5orf24	B230219D22Rik
18627	MSH3	Msh3
18628	RASA1	Rasa1
18629	SLC12A2	Slc12a2
18630	TAF11L4	Taf11
18631	DTWD2	Dtwd2
18632	PHAX	Phax
18633	CETN3	Cetn3
18634	TTC37	Ttc37
18635	SNX24	Snx24
18636	MINAR2	Minar2
18637	SLC22A5	Slc22a5
18638	SLC22A5	Slc22a21
18639	TRPC7	Trpc7
18640	MYOT	Myot
18641	FAM81B	Fam81b
18642	DMXL1	Dmxl1
18643	IL9	Il9
18644	TAF11L5	Taf11
18645	ATG12	Atg12
18646	UQCRQ	Uqcrq
18647	TIFAB	Tifab
18648	TAF11L3	Taf11
18649	DDX46	Ddx46
18650	LVRN	Lvrn
18651	SMAD5	Smad5
18652	LYSMD3	Lysmd3
18653	FBN2	Fbn2
18654	SPZ1	Spz1
18655	KCNN2	Kcnn2
18656	PDLIM4	Pdlim4
18657	PRDM6	Prdm6
18658	COMMD10	Commd10
18659	PITX1	Pitx1
18660	XRCC4	Xrcc4
18661	RAD50	Rad50
18662	POLK	Polk
18663	CDC42SE2	Cdc42se2
18664	IQGAP2	Iqgap2
18665	MIR582	Mir582
18666	ANKRD31	Ankrd31
18667	GTF2H2C	Gtf2h2
18668	TRIM23	Trim23
18669	ACTBL2	Actbl2
18670	UTP15	Utp15
18671	CD180	Cd180
18672	PPIP5K2	Ppip5k2
18673	ST8SIA4	St8sia4
18674	ANKRD55	Ankrd55
18675	BHMT2	Bhmt2
18676	ARHGEF28	Arhgef28
18677	RAD17	Rad17
18678	MTREX	Mtrex
18679	BTF3	Btf3
18680	CARTPT	Cartpt
18681	RGS7BP	Rgs7bp
18682	ERCC8	Ercc8
18683	CERT1	Cert1
18684	SERF1A	Serf1
18685	FOXD1	Foxd1
18686	TBCA	Tbca
18687	ANKRA2	Ankra2
18688	SCAMP1	Scamp1
18689	FAM169A	Fam169a
18690	PTCD2	Ptcd2
18691	CCDC125	Ccdc125
18692	MARVELD2	Marveld2
18693	PDE4D	Pde4d
18694	SMIM15	Smim15
18695	OCLN	Ocln
18696	CENPK	Cenpk
18697	MACIR	Macir
18698	MTX3	Mtx3
18699	S100Z	S100z
18700	MRPS27	Mrps27
18701	GZMK	Gzmk
18702	SNX18	Snx18
18703	PPWD1	Ppwd1
18704	ERBIN	Erbin
18705	GIN1	Gin1
18706	SV2C	Sv2c
18707	DHX29	Dhx29
18708	PAM	Pam
18709	SHISAL2B	Shisal2b
18710	WDR41	Wdr41
18711	BHMT	Bhmt
18712	ARL15	Arl15
18713	MCCC2	Mccc2
18714	LYRM7	Lyrm7
18715	PDE8B	Pde8b
18716	NLN	Nln
18717	HTR1A	Htr1a
18718	DMGDH	Dmgdh
18719	RNF180	Rnf180
18720	SLCO4C1	Slco4c1
18721	MIR449B	Mir449a
18722	CCNB1	Ccnb1
18723	SLC38A9	Slc38a9
18724	HEXB	Hexb
18725	FER	Fer
18726	PELO	Pelo
18727	CDK7	Cdk7
18728	MOCS2	Mocs2
18729	MIR449A	Mir449a
18730	MRPS36	Mrps36
18731	ISL1	Isl1
18732	F2R	F2r
18733	AP3B1	Ap3b1
18734	EMB	Emb
18735	DDX4	Ddx4
18736	FNIP1	Fnip1
18737	ZNF366	Zfp366
18738	EFNA5	Efna5
18739	LHFPL2	Lhfpl2
18740	ZBED3	Zbed3
18741	NUDT12	Nudt12
18742	SMN1	Smn1
18743	HOMER1	Homer1
18744	KIF2A	Kif2a
18745	BDP1	Bdp1
18746	SERF1B	Serf1
18747	MCIDAS	Mcidas
18748	CRHBP	Crhbp
18749	HINT1	Hint1
18750	ZSWIM6	Zswim6
18751	CWC27	Cwc27
18752	SLC30A5	Slc30a5
18753	SMN2	Smn1
18754	HMGCR	Hmgcr
18755	FBXL17	Fbxl17
18756	CCNO	Ccno
18757	CDC20B	Cdc20b
18758	PLK2	Plk2
18759	SLCO6A1	Slco6c1
18760	SLCO6A1	Slco6d1
18761	POC5	Poc5
18762	NSA2	Nsa2
18763	NDUFS4	Ndufs4
18764	GFM2	Gfm2
18765	JMY	Jmy
18766	DIMT1	Dimt1
18767	PJA2	Pja2
18768	CENPH	Cenph
18769	GZMA	Gzma
18770	TMEM232	Tmem232
18771	GTF2H2	Gtf2h2
18772	TMEM174	Tmem174
18773	GPX8	Gpx8
18774	TRAPPC13	Trappc13
18775	SGTB	Sgtb
18776	ARSB	Arsb
18777	SHLD3	Shld3
18778	PLPP1	Plpp1
18779	TAF9	Ak6
18780	TAF9	Taf9
18781	OTP	Otp
18782	HSPB3	Hspb3
18783	RAB3C	Rab3c
18784	RAPGEF6	Rapgef6
18785	AGGF1	Aggf1
18786	TNPO1	Tnpo1
18787	FAM174A	Fam174a
18788	ANKDD1B	Ankdd1b
18789	FCHO2	Fcho2
18790	CMYA5	Cmya5
18791	IL31RA	Il31ra
18792	RN7SL208P	Gm22701
18793	RNU1-73P	Gm24725
18794	SNORA74A	Snora74a
18795	RNU6-724P	Gm26099
18796	SNORA13	Gm23639
18797	SNORD123	Snord123
18798	RNU6-701P	Gm25705
18799	SNORD63B	Gm22200
18800	SCARNA18	Gm24507
18801	RNU6-1296P	Gm23312
18802	RNU1-140P	Gm22810
18803	SNORA47	Snora47
18804	RNU6-1232P	Gm24435
18805	RN7SL814P	Gm22701
18806	RNU6-1311P	Gm22378
18807	RNU6-448P	Gm25006
18808	RNU6-752P	Gm24668
18809	PRL	Prl2c3
18810	PRL	Prl2c2
18811	PRL	Prl2c5
18812	GPLD1	Gpld1
18813	SLC17A2	Slc17a2
18814	GMNN	Gmnn
18815	SLC17A4	Slc17a4
18816	DCDC2	Dcdc2a
18817	SLC17A3	Slc17a3
18818	ACOT13	Acot13
18819	SOX4	Sox4
18820	H4C2	H4c3
18821	E2F3	E2f3
18822	H2AC1	H2ac1
18823	MBOAT1	Mboat1
18824	SAYSD1	Saysd1
18825	KCNK16	Kcnk16
18826	TDP2	Tdp2
18827	ALDH5A1	Aldh5a1
18828	KIAA0319	D130043K22Rik
18829	HDGFL1	Hdgfl1
18830	ARMH2	Armh2
18831	CDKAL1	Cdkal1
18832	MRS2	Mrs2
18833	HFE	Hfe
18834	H2BC1	H2bc1
18835	CARMIL1	Carmil1
18836	H1-1	H1f1
18837	PRL	Prl
18838	PRL	Prl3d1
18839	PRL	Prl3d2
18840	PRL	Prl3d3
18841	PRL	Prl3c1
18842	PRL	Prl3b1
18843	PRL	Prl3a1
18844	PRL	Prl6a1
18845	PRL	Prl8a2
18846	PRL	Prl2b1
18847	PRL	Prl8a6
18848	PRL	Prl8a8
18849	PRL	Prl8a9
18850	PRL	Prl8a1
18851	PRL	Prl7b1
18852	PRL	Prl7a1
18853	PRL	Prl7a2
18854	PRL	Prl7d1
18855	PRL	Prl7c1
18856	PRL	Prl2a1
18857	PRL	Prl2c1
18858	PRL	Prl4a1
18859	PRL	Prl5a1
18860	NRSN1	Nrsn1
18861	H2AC4	H2ac13
18862	H1-2	H1f2
18863	SLC17A1	Slc17a1
18864	CRISP1	Crisp4
18865	ATXN1	Atxn1
18866	NUP153	Nup153
18867	DPYSL3	Dpysl3
18868	C5orf52	4921536K21Rik
18869	DEFB113	Defb18
18870	NHLRC1	Nhlrc1
18871	SPINK14	Spink14
18872	JARID2	Jarid2
18873	EFHC1	Efhc1
18874	TMEM14A	Tmem14a
18875	C5orf46	Gm94
18876	RBM24	Rbm24
18877	DST	Dst
18878	RAB23	Rab23
18879	STMND1	Stmnd1
18880	FAM8A1	Fam8a1
18881	GSTA5	Gsta3
18882	CAP2	Cap2
18883	PRIM2	Prim2
18884	TFAP2D	Tfap2d
18885	SCGB3A2	Scgb3a2
18886	TFAP2B	Tfap2b
18887	TPMT	Tpmt
18888	IL17A	Il17a
18889	IL17F	Il17f
18890	MCM3	Mcm3
18891	MIR206	Mir206
18892	SPINK1	Spink1
18893	STK32A	Stk32a
18894	BAG2	Bag2
18895	MIR133B	Mir133b
18896	TRAM2	Tram2
18897	DEK	Dek
18898	BEND6	Bend6
18899	PKHD1	Pkhd1
18900	KDM1B	Kdm1b
18901	DEFB110	Defb41
18902	DTNBP1	Dtnbp1
18903	KIF13A	Kif13a
18904	JAKMIP2	Jakmip2
18905	RAB44	Rab44
18906	RAB24	Rab24
18907	SOX30	Sox30
18908	CCNJL	Ccnjl
18909	NHP2	Nhp2
18910	C5orf47	4930524B15Rik
18911	ZFP2	Zfp2
18912	ZNF354C	Zfp354c
18913	GABRB2	Gabrb2
18914	PCYOX1L	Pcyox1l
18915	LSM11	Lsm11
18916	SYNGAP1	Syngap1
18917	SPINK13	Spink13
18918	UNC5A	Unc5a
18919	KIAA1191	4833439L19Rik
18920	IRGM	Irgm1
18921	IL17B	Il17b
18922	FABP6	Fabp6
18923	THG1L	Thg1l
18924	CCDC167	Ccdc167
18925	SNCB	Sncb
18926	KCNMB1	Kcnmb1
18927	BRPF3	Brpf3
18928	DBN1	Dbn1
18929	ILRUN	Ilrun
18930	PFN3	Pfn3
18931	ARHGEF37	Arhgef37
18932	ZNF346	Zfp346
18933	MIR103A1	Mir103-1
18934	NSG2	Nsg2
18935	IL12B	Il12b
18936	PPARD	Ppard
18937	SRPK1	Srpk1
18938	SMIM23	Smim23
18939	SPDL1	Spdl1
18940	RNF8	Rnf8
18941	RNF8	Gm28043
18942	FAM193B	Fam193b
18943	DEF6	Def6
18944	RBM22	Rbm22
18945	GPRIN1	Gprin1
18946	PHF1	Phf1
18947	PANK3	Pank3
18948	HMGXB3	Hmgxb3
18949	ERGIC1	Ergic1
18950	RARS1	Rars
18951	FKBP5	Fkbp5
18952	GRM6	Grm6
18953	CLPSL2	Clpsl2
18954	DNAH8	Dnah8
18955	MYOZ3	Myoz3
18956	TCOF1	Tcof1
18957	ATP6V0E1	Atp6v0e
18958	FBXW11	Fbxw11
18959	GLO1	Glo1
18960	HIGD2A	Higd2a
18961	CNOT6	Cnot6
18962	SQSTM1	Sqstm1
18963	CLTB	Cltb
18964	CD74	Cd74
18965	MIR143	Mir143
18966	EFCAB9	Efcab9
18967	COL23A1	Col23a1
18968	CDKN1A	Cdkn1a
18969	SGCD	Sgcd
18970	BTBD9	Btbd9
18971	TSPAN17	Tspan17
18972	FANCE	Fance
18973	GRK6	Grk6
18974	SLU7	Slu7
18975	ZFP62	Zfp62
18976	RPS14	Rps14
18977	GRM4	Grm4
18978	STK38	Stk38
18979	SMIM3	Smim3
18980	HNRNPAB	Hnrnpab
18981	CANX	Canx
18982	MAML1	Maml1
18983	CDX1	Cdx1
18984	TRIM41	Trim41
18985	ZNF354B	Zfp354b
18986	FLT4	Flt4
18987	THOC3	Thoc3
18988	TAF11	Taf11
18989	INSYN2B	Insyn2b
18990	UQCC2	Uqcc2
18991	RNF130	Rnf130
18992	MDGA1	Mdga1
18993	BOD1	Bod1
18994	SLC26A2	Slc26a2
18995	RMND5B	Rmnd5b
18996	LMAN2	Lman2
18997	MIR378A	Mir378a
18998	PDGFRB	Pdgfrb
18999	PPIL1	Ppil1
19000	MIR340	Mir340
19001	HTR4	Htr4
19002	SPINK6	Spink6
19003	CPNE5	Cpne5
19004	OR2V1	Olfr56
19005	FOXI1	Foxi1
19006	ARMC12	Armc12
19007	MED7	Med7
19008	MGAT4B	Mgat4b
19009	RGS14	Rgs14
19010	NKX2-5	Nkx2-5
19011	TTC1	Ttc1
19012	RNF145	Rnf145
19013	CBY3	Cby3
19014	TLX3	Tlx3
19015	SNRPC	Snrpc
19016	NSD1	Nsd1
19017	GABRA1	Gabra1
19018	PI16	Pi16
19019	EBF1	Ebf1
19020	SLC34A1	Slc34a1
19021	ZNF354A	Zfp354a
19022	SCUBE3	Scube3
19023	UBLCP1	Ublcp1
19024	CUTA	Cuta
19025	HNRNPH1	Hnrnph1
19026	CDHR2	Cdhr2
19027	STK10	Stk10
19028	GLP1R	Glp1r
19029	PNPLA1	Pnpla1
19030	GABRA6	Gabra6
19031	SYNPO	Synpo
19032	CPEB4	Cpeb4
19033	PPP1R2B	Ppp1r2
19034	C6orf89	BC004004
19035	PHYKPL	Phykpl
19036	RACK1	Rack1
19037	ANKS1A	Anks1
19038	ZBTB9	Zbtb9
19039	ZBTB9	Gm50253
19040	B4GALT7	B4galt7
19041	LEMD2	Lemd2
19042	SLC6A7	Slc6a7
19043	PWWP2A	Pwwp2a
19044	ARL10	Arl10
19045	FNDC9	Fndc9
19046	SFXN1	Sfxn1
19047	TCP11	Tcp11
19048	WWC1	Wwc1
19049	RANBP17	Ranbp17
19050	BNIP5	Bnip5
19051	MARCOL	Gm37797
19052	C1QTNF2	C1qtnf2
19053	EIF4E1B	Eif4e1b
19054	ZNF454	Zfp454
19055	SIMC1	Simc1
19056	TBC1D9B	Tbc1d9b
19057	DOCK2	Dock2
19058	OR2V2	Olfr56
19059	BNIP1	Bnip1
19060	MIR218-2	Mir218-2
19061	TULP1	Tulp1
19062	SRSF3	Srsf3
19063	AFAP1L1	Afap1l1
19064	RUFY1	Rufy1
19065	CLINT1	Clint1
19066	MTCH1	Mtch1
19067	ZFAND3	Zfand3
19068	TRIM7	Trim7
19069	FAF2	Faf2
19070	MICA	Mill1
19071	MICA	Mill2
19072	HMGA1	Hmga1
19073	SPINK9	Spinkl
19074	SPINK9	Spink11
19075	SPINK9	Gm10542
19076	SPINK9	Spink10
19077	BTNL9	Btnl9
19078	IP6K3	Ip6k3
19079	RPL10A	Rpl10a
19080	MGAT1	Mgat1
19081	TEAD3	Tead3
19082	ATP10B	Atp10b
19083	HAVCR1	Gm12169
19084	HAVCR1	BC053393
19085	HAVCR1	Timd2
19086	HAVCR1	Havcr1
19087	UHRF1BP1	Uhrf1bp1
19088	SH3TC2	Sh3tc2
19089	RNF44	4930595M18Rik
19090	SCGB3A1	Scgb3a1
19091	PROP1	Prop1
19092	FAM71B	Fam71b
19093	LHFPL5	Lhfpl5
19094	ADRA1B	Adra1b
19095	UIMC1	Uimc1
19096	TMED9	Tmed9
19097	NUDCD2	Nudcd2
19098	ZNF76	Zfp523
19099	DCTN4	Dctn4
19100	UBTD2	Ubtd2
19101	HK3	Hk3
19102	RPS10-NUDT3	Gm49804
19103	PDLIM7	Pdlim7
19104	GABRG2	Gabrg2
19105	MAT2B	Mat2b
19106	CLPS	Clps
19107	FBXO38	Fbxo38
19108	F12	F12
19109	HRH2	Hrh2
19110	FGD2	Fgd2
19111	KCNIP1	Kcnip1
19112	ZNF879	Zfp879
19113	RASGEF1C	Rasgef1c
19114	CCNG1	Ccng1
19115	MIR145	Mir145a
19116	TENM2	Tenm2
19117	PXT1	Pxt1
19118	DDX41	Ddx41
19119	ABLIM3	Ablim3
19120	SLIT3	Slit3
19121	ABCF1	Abcf1
19122	MMUT	Mmut
19123	MDFI	Mdfi
19124	VARS2	Vars2
19125	CD2AP	Cd2ap
19126	ELOVL5	Elovl5
19127	SLC35B2	Slc35b2
19128	GNL1	Gnl1
19129	C6orf132	AI661453
19130	CCDC69	Ccdc69
19131	LSM2	Lsm2
19132	LTA	Lta
19133	ENPP5	Enpp5
19134	MED20	Med20
19135	MED20	Gm20517
19136	LY6G6F	Ly6g6f
19137	CRISP2	Crisp2
19138	RHAG	Rhag
19139	PFDN6	Pfdn6
19140	GM2A	Gm2a
19141	OARD1	Oard1
19142	DNPH1	Dnph1
19143	NRM	Nrm
19144	UBR2	Ubr2
19145	FOXP4	Foxp4
19146	PLA2G7	Pla2g7
19147	CAPN11	Capn11
19148	ADGRF1	Adgrf1
19149	HLA-DOA	H2-Oa
19150	C6orf136	2310061I04Rik
19151	MEA1	Mea1
19152	GLYATL3	Glyatl3
19153	HLA-DRB1	H2-Eb2
19154	ATF6B	Atf6b
19155	C6orf15	2300002M23Rik
19156	HSP90AB1	Hsp90ab1
19157	PTCHD4	Ptchd4
19158	MIR877	Mir877
19159	AARS2	Aars2
19160	DDR1	Ddr1
19161	TAF8	Taf8
19162	MRPL2	Mrpl2
19163	PEX6	Pex6
19164	RNF5	Rnf5
19165	TFEB	Tfeb
19166	GLRA1	Glra1
19167	TNFRSF21	Tnfrsf21
19168	GMCL2	Gmcl1
19169	SLC36A1	Slc36a1
19170	HLA-DRB5	H2-Eb2
19171	PPT2-EGFL8	Ppt2
19172	DAAM2	Daam2
19173	DXO	Dxo
19174	SLC36A2	Slc36a2
19175	MFAP3	Mfap3
19176	CLIC5	Clic5
19177	GRIA1	Gria1
19178	NEU1	Neu1
19179	MAD2L1BP	Mad2l1bp
19180	BRD2	Brd2
19181	FLOT1	Flot1
19182	RGL2	Rgl2
19183	BYSL	Bysl
19184	ADGRF2	Adgrf2
19185	TREM2	Trem2
19186	HMGCLL1	Hmgcll1
19187	KLC4	Klc4
19188	GNMT	Gnmt
19189	SLC36A3	Slc36a3
19190	GTF2H4	Gtf2h4
19191	PPP1R18	Ppp1r18
19192	SPARC	Sparc
19193	IRGM	Igtp
19194	IRGM	Irgm2
19195	PRPH2	Prph2
19196	UNC5CL	Unc5cl
19197	TREML4	Treml4
19198	FAXDC2	Gm12248
19199	LRFN2	Lrfn2
19200	CILK1	Cilk1
19201	SLC39A7	Slc39a7
19202	GALNT10	Galnt10
19203	TRERF1	Trerf1
19204	PGK2	Pgk2
19205	MOCS1	Mocs1
19206	ABCC10	Abcc10
19207	B3GALT4	B3galt4
19208	CUL9	Cul9
19209	RPS18	Rps18
19210	FKBPL	Fkbpl
19211	CSNK2B	Csnk2b
19212	RCAN2	Rcan2
19213	YIPF3	Yipf3
19214	TREML2	Treml2
19215	CNPY3	Cnpy3
19216	RING1	Ring1
19217	MRPL22	Mrpl22
19218	RRP36	Rrp36
19219	FAM83B	Fam83b
19220	CUL7	Cul7
19221	PRRT1	Prrt1
19222	LY6G6D	Ly6g6d
19223	SLC22A7	Slc22a7
19224	MSH5-SAPCD1	Msh5
19225	SMIM40	Smim40-ps
19226	SMIM40	Smim40
19227	TUBB	Tubb5
19228	CENPQ	Cenpq
19229	OPN5	Opn5
19230	DDAH2	Ddah2
19231	LY6G6F-LY6G6D	Ly6g6f
19232	GPSM3	Gpsm3
19233	LRRC73	Lrrc73
19234	PGC	Pgc
19235	TJAP1	Tjap1
19236	VPS52	Vps52
19237	TTBK1	Ttbk1
19238	GEMIN5	Gemin5
19239	KLHL31	Klhl31
19240	CDC5L	Cdc5l
19241	CDC5L	Gm32717
19242	CDC5L	Gm32802
19243	CDC5L	Gm9040
19244	CDC5L	Gm9044
19245	CDC5L	Gm9045
19246	CDC5L	Gm9046
19247	CDC5L	Gm9048
19248	CDC5L	Gm9049
19249	G3BP1	G3bp1
19250	NMUR2	Nmur2
19251	ATAT1	Atat1
19252	MSH5	Msh5
19253	LRRC1	Lrrc1
19254	TMEM151B	Tmem151b
19255	C6orf47	D17H6S53E
19256	TSBP1	BC051142
19257	HCRTR2	Hcrtr2
19258	VARS1	Vars
19259	CYP21A2	Cyp21a1
19260	PTK7	Ptk7
19261	HLA-DQB2	H2-Ab1
19262	CYP39A1	Cyp39a1
19263	TOMM6	Tomm6
19264	C4A	C4b
19265	EGFL8	Egfl8
19266	TBCC	Tbcc
19267	COL11A2	Col11a2
19268	DLK2	Dlk2
19269	LY6G6C	Ly6g6c
19270	TINAG	Tinag
19271	ADGRF4	Adgrf4
19272	NELFE	Nelfe
19273	BICRAL	Bicral
19274	GPX3	Gpx3
19275	TRIM52	Trim52
19276	DDX39B	Ddx39b
19277	PRRC2A	Prrc2a
19278	SUPT3H	Supt3
19279	ANKRD66	Ankrd66
19280	ATP6V1G2-DDX39B	Atp6v1g2
19281	C4B	C4b
19282	HLA-DRA	H2-Ea
19283	LARP1	Larp1
19284	SAP30L	Sap30l
19285	FAT2	Fat2
19286	DHX16	Dhx16
19287	FBXO9	Fbxo9
19288	NFYA	Nfya
19289	POU5F1	Pou5f1
19290	TSPO2	Tspo2
19291	CNOT8	Cnot8
19292	EHMT2	Ehmt2
19293	SPATS1	Spats1
19294	TMEM63B	Tmem63b
19295	TCTE1	Tcte1
19296	APOBEC2	Apobec2
19297	SLC29A1	Slc29a1
19298	POLH	Polh
19299	FRS3	Frs3
19300	GCM1	Gcm1
19301	MRPS18B	Mrps18b
19302	MRPS10	Mrps10
19303	AGER	Ager
19304	POLR1C	Polr1c
19305	ZBTB22	Zbtb22
19306	ZBTB12	Zbtb12
19307	MUCL3	Mucl3
19308	ATOX1	Atox1
19309	ZNF318	Zfp318
19310	LY6G6E	Ly6g6e
19311	GCLC	Gclc
19312	PPT2	Ppt2
19313	PBX2	Pbx2
19314	GUCA1A	Guca1a
19315	XPO5	Xpo5
19316	BAG6	Bag6
19317	WDR46	Wdr46
19318	APOM	Apom
19319	GTPBP2	Gtpbp2
19320	RSPH9	Rsph9
19321	PTCRA	Ptcra
19322	OR4F3	Olfr1303
19323	CDSN	Cdsn
19324	CCHCR1	Cchcr1
19325	ABHD16A	Abhd16a
19326	PSORS1C2	Psors1c2
19327	PRR3	Prr3
19328	TDRD6	Tdrd6
19329	ADGRF5	Adgrf5
19330	MRPL14	Mrpl14
19331	BMP5	Bmp5
19332	C6orf141	9130008F23Rik
19333	BTNL2	Btnl2
19334	AGPAT1	Agpat1
19335	ANXA6	Anxa6
19336	PPP2R5D	Ppp2r5d
19337	LY6G5B	Ly6g5b
19338	AIF1	Aif1
19339	RPL7L1	Rpl7l1
19340	MLIP	Mlip
19341	SAPCD1	Sapcd1
19342	LY6G5C	Ly6g5c
19343	TREML1	Treml1
19344	MRPS18A	Mrps18a
19345	GFRAL	Gfral
19346	MYMX	Mymx
19347	FAM114A2	Fam114a2
19348	CLIC1	Clic1
19349	H4C1	H4f16
19350	SNORD84	Gm22589
19351	SNORD95	Snord95
19352	SNORD95	Gm25296
19353	RNU6-754P	Gm23316
19354	RNU6-1036P	Gm24775
